Index,batting_team,bowling_team,city,runs_left,balls_left,wickets,target_runs,cur_run_rate,req_run_rate,result
8024,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,105,94,10,155,11.53846154,6.70212766,1
8025,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,104,93,10,155,11.33333333,6.709677419,1
8026,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,100,92,10,155,11.78571429,6.52173913,1
8027,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,99,91,10,155,11.5862069,6.527472527,1
8028,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,95,90,10,155,12,6.333333333,1
8029,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,94,89,10,155,11.80645161,6.337078652,1
8030,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,90,88,10,155,12.1875,6.136363636,1
8031,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,89,87,10,155,12,6.137931034,1
8032,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,88,86,10,155,11.82352941,6.139534884,1
8033,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,88,85,10,155,11.48571429,6.211764706,1
8034,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,84,84,10,155,11.83333333,6,1
8035,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,83,83,10,155,11.67567568,6,1
8036,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,79,82,10,155,12,5.780487805,1
8037,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,75,81,10,155,12.30769231,5.555555556,1
8038,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,69,80,10,155,12.9,5.175,1
8039,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,65,79,10,155,13.17073171,4.936708861,1
8040,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,65,78,9,155,12.85714286,5,1
8041,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,64,77,9,155,12.69767442,4.987012987,1
8042,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,63,76,9,155,12.54545455,4.973684211,1
8043,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,63,75,9,155,12.26666667,5.04,1
8044,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,62,74,9,155,12.13043478,5.027027027,1
8045,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,62,73,9,155,11.87234043,5.095890411,1
8046,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,60,72,9,155,11.875,5,1
8047,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,60,71,9,155,11.63265306,5.070422535,1
8048,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,59,70,9,155,11.52,5.057142857,1
8049,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,58,69,9,155,11.41176471,5.043478261,1
8050,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,56,68,9,155,11.42307692,4.941176471,1
8051,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,56,67,9,155,11.20754717,5.014925373,1
8052,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,55,66,8,155,11.11111111,5,1
8053,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,55,65,8,155,10.90909091,5.076923077,1
8054,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,55,64,8,155,10.71428571,5.15625,1
8055,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,51,63,8,155,10.94736842,4.857142857,1
8056,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,50,62,8,155,10.86206897,4.838709677,1
8057,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,50,61,8,155,10.6779661,4.918032787,1
8058,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,50,60,8,155,10.5,5,1
8059,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,48,59,8,155,10.52459016,4.881355932,1
8060,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,46,58,8,155,10.5483871,4.75862069,1
8061,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,46,57,8,155,10.38095238,4.842105263,1
8062,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,45,56,8,155,10.3125,4.821428571,1
8063,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,44,55,8,155,10.24615385,4.8,1
8064,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,43,54,8,155,10.18181818,4.777777778,1
8065,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,43,53,8,155,10.02985075,4.867924528,1
8066,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,43,52,8,155,9.882352941,4.961538462,1
8067,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,42,51,8,155,9.826086957,4.941176471,1
8068,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,42,50,8,155,9.685714286,5.04,1
8069,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,41,49,8,155,9.633802817,5.020408163,1
8070,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,41,48,8,155,9.5,5.125,1
8071,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,40,47,8,155,9.452054795,5.106382979,1
8072,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,40,46,8,155,9.324324324,5.217391304,1
8073,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,39,45,8,155,9.28,5.2,1
8074,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,39,44,8,155,9.157894737,5.318181818,1
8075,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,38,43,8,155,9.116883117,5.302325581,1
8076,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,37,42,8,155,9.076923077,5.285714286,1
8077,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,36,41,8,155,9.037974684,5.268292683,1
8078,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,35,40,8,155,9,5.25,1
8079,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,34,39,8,155,8.962962963,5.230769231,1
8080,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,34,38,7,155,8.853658537,5.368421053,1
8081,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,33,37,7,155,8.819277108,5.351351351,1
8082,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,32,36,7,155,8.785714286,5.333333333,1
8083,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,32,35,7,155,8.682352941,5.485714286,1
8084,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,32,34,6,155,8.581395349,5.647058824,1
8085,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,31,33,6,155,8.551724138,5.636363636,1
8086,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,30,32,6,155,8.522727273,5.625,1
8087,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,29,31,6,155,8.494382022,5.612903226,1
8088,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,28,30,6,155,8.466666667,5.6,1
8089,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,27,29,6,155,8.43956044,5.586206897,1
8090,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,23,28,6,155,8.608695652,4.928571429,1
8091,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,23,27,5,155,8.516129032,5.111111111,1
8092,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,23,26,5,155,8.425531915,5.307692308,1
8093,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,22,25,5,155,8.4,5.28,1
8094,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,22,24,5,155,8.3125,5.5,1
8095,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,21,23,5,155,8.288659794,5.47826087,1
8096,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,21,22,5,155,8.204081633,5.727272727,1
8097,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,20,21,5,155,8.181818182,5.714285714,1
8098,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,14,20,5,155,8.46,4.2,1
8099,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,14,19,5,155,8.376237624,4.421052632,1
8100,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,13,18,5,155,8.352941176,4.333333333,1
8101,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,9,17,5,155,8.504854369,3.176470588,1
8102,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,8,16,5,155,8.480769231,3,1
8103,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,8,15,5,155,8.4,3.2,1
8104,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,4,14,5,155,8.547169811,1.714285714,1
8105,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,4,13,5,155,8.46728972,1.846153846,1
8106,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,3,12,5,155,8.444444444,1.5,1
8107,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,3,11,5,155,8.366972477,1.636363636,1
8108,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,-3,10,5,155,8.618181818,-1.8,1
8109,Rajasthan Royals,Kolkata Knight Riders,Kolkata,148,119,10,148,0,7.462184874,1
8110,Rajasthan Royals,Kolkata Knight Riders,Kolkata,146,118,10,148,6,7.423728814,1
8111,Rajasthan Royals,Kolkata Knight Riders,Kolkata,146,117,10,148,4,7.487179487,1
8112,Rajasthan Royals,Kolkata Knight Riders,Kolkata,146,116,10,148,3,7.551724138,1
8113,Rajasthan Royals,Kolkata Knight Riders,Kolkata,142,115,10,148,7.2,7.408695652,1
8114,Rajasthan Royals,Kolkata Knight Riders,Kolkata,142,114,10,148,6,7.473684211,1
8115,Rajasthan Royals,Kolkata Knight Riders,Kolkata,141,113,10,148,6,7.486725664,1
8116,Rajasthan Royals,Kolkata Knight Riders,Kolkata,137,112,10,148,8.25,7.339285714,1
8117,Rajasthan Royals,Kolkata Knight Riders,Kolkata,137,111,10,148,7.333333333,7.405405405,1
8118,Rajasthan Royals,Kolkata Knight Riders,Kolkata,136,110,10,148,7.2,7.418181818,1
8119,Rajasthan Royals,Kolkata Knight Riders,Kolkata,132,109,10,148,8.727272727,7.266055046,1
8120,Rajasthan Royals,Kolkata Knight Riders,Kolkata,132,108,9,148,8,7.333333333,1
8121,Rajasthan Royals,Kolkata Knight Riders,Kolkata,132,107,9,148,7.384615385,7.401869159,1
8122,Rajasthan Royals,Kolkata Knight Riders,Kolkata,131,106,9,148,7.285714286,7.41509434,1
8123,Rajasthan Royals,Kolkata Knight Riders,Kolkata,131,105,9,148,6.8,7.485714286,1
8124,Rajasthan Royals,Kolkata Knight Riders,Kolkata,130,104,9,148,6.75,7.5,1
8125,Rajasthan Royals,Kolkata Knight Riders,Kolkata,130,103,9,148,6.352941176,7.572815534,1
8126,Rajasthan Royals,Kolkata Knight Riders,Kolkata,129,102,9,148,6.333333333,7.588235294,1
8127,Rajasthan Royals,Kolkata Knight Riders,Kolkata,125,101,9,148,7.263157895,7.425742574,1
8128,Rajasthan Royals,Kolkata Knight Riders,Kolkata,125,100,9,148,6.9,7.5,1
8129,Rajasthan Royals,Kolkata Knight Riders,Kolkata,124,99,9,148,6.857142857,7.515151515,1
8130,Rajasthan Royals,Kolkata Knight Riders,Kolkata,123,98,9,148,6.818181818,7.530612245,1
8131,Rajasthan Royals,Kolkata Knight Riders,Kolkata,123,97,9,148,6.52173913,7.608247423,1
8132,Rajasthan Royals,Kolkata Knight Riders,Kolkata,122,96,9,148,6.5,7.625,1
8133,Rajasthan Royals,Kolkata Knight Riders,Kolkata,122,95,9,148,6.24,7.705263158,1
8134,Rajasthan Royals,Kolkata Knight Riders,Kolkata,118,94,9,148,6.923076923,7.531914894,1
8135,Rajasthan Royals,Kolkata Knight Riders,Kolkata,117,93,9,148,6.888888889,7.548387097,1
8136,Rajasthan Royals,Kolkata Knight Riders,Kolkata,113,92,9,148,7.5,7.369565217,1
8137,Rajasthan Royals,Kolkata Knight Riders,Kolkata,107,91,9,148,8.482758621,7.054945055,1
8138,Rajasthan Royals,Kolkata Knight Riders,Kolkata,106,90,9,148,8.4,7.066666667,1
8139,Rajasthan Royals,Kolkata Knight Riders,Kolkata,106,89,9,148,8.129032258,7.146067416,1
8140,Rajasthan Royals,Kolkata Knight Riders,Kolkata,106,88,8,148,7.875,7.227272727,1
8141,Rajasthan Royals,Kolkata Knight Riders,Kolkata,106,87,8,148,7.636363636,7.310344828,1
8142,Rajasthan Royals,Kolkata Knight Riders,Kolkata,106,86,8,148,7.411764706,7.395348837,1
8143,Rajasthan Royals,Kolkata Knight Riders,Kolkata,106,85,7,148,7.2,7.482352941,1
8144,Rajasthan Royals,Kolkata Knight Riders,Kolkata,106,84,7,148,7,7.571428571,1
8145,Rajasthan Royals,Kolkata Knight Riders,Kolkata,105,83,7,148,6.972972973,7.590361446,1
8146,Rajasthan Royals,Kolkata Knight Riders,Kolkata,104,82,7,148,6.947368421,7.609756098,1
8147,Rajasthan Royals,Kolkata Knight Riders,Kolkata,103,81,7,148,6.923076923,7.62962963,1
8148,Rajasthan Royals,Kolkata Knight Riders,Kolkata,102,80,7,148,6.9,7.65,1
8149,Rajasthan Royals,Kolkata Knight Riders,Kolkata,102,79,7,148,6.731707317,7.746835443,1
8150,Rajasthan Royals,Kolkata Knight Riders,Kolkata,102,78,7,148,6.571428571,7.846153846,1
8151,Rajasthan Royals,Kolkata Knight Riders,Kolkata,102,77,7,148,6.418604651,7.948051948,1
8152,Rajasthan Royals,Kolkata Knight Riders,Kolkata,101,76,7,148,6.409090909,7.973684211,1
8153,Rajasthan Royals,Kolkata Knight Riders,Kolkata,99,75,7,148,6.533333333,7.92,1
8154,Rajasthan Royals,Kolkata Knight Riders,Kolkata,99,74,7,148,6.391304348,8.027027027,1
8155,Rajasthan Royals,Kolkata Knight Riders,Kolkata,99,73,7,148,6.255319149,8.136986301,1
8156,Rajasthan Royals,Kolkata Knight Riders,Kolkata,98,72,7,148,6.25,8.166666667,1
8157,Rajasthan Royals,Kolkata Knight Riders,Kolkata,98,71,7,148,6.12244898,8.281690141,1
8158,Rajasthan Royals,Kolkata Knight Riders,Kolkata,98,71,7,148,6.12244898,8.281690141,1
8159,Rajasthan Royals,Kolkata Knight Riders,Kolkata,98,70,7,148,6,8.4,1
8160,Rajasthan Royals,Kolkata Knight Riders,Kolkata,96,69,7,148,6.117647059,8.347826087,1
8161,Rajasthan Royals,Kolkata Knight Riders,Kolkata,90,68,7,148,6.692307692,7.941176471,1
8162,Rajasthan Royals,Kolkata Knight Riders,Kolkata,90,67,7,148,6.566037736,8.059701493,1
8163,Rajasthan Royals,Kolkata Knight Riders,Kolkata,86,66,7,148,6.888888889,7.818181818,1
8164,Rajasthan Royals,Kolkata Knight Riders,Kolkata,85,65,7,148,6.872727273,7.846153846,1
8165,Rajasthan Royals,Kolkata Knight Riders,Kolkata,85,64,7,148,6.75,7.96875,1
8166,Rajasthan Royals,Kolkata Knight Riders,Kolkata,81,63,7,148,7.052631579,7.714285714,1
8167,Rajasthan Royals,Kolkata Knight Riders,Kolkata,79,62,7,148,7.137931034,7.64516129,1
8168,Rajasthan Royals,Kolkata Knight Riders,Kolkata,79,61,6,148,7.016949153,7.770491803,1
8169,Rajasthan Royals,Kolkata Knight Riders,Kolkata,79,60,6,148,6.9,7.9,1
8170,Rajasthan Royals,Kolkata Knight Riders,Kolkata,79,59,6,148,6.786885246,8.033898305,1
8171,Rajasthan Royals,Kolkata Knight Riders,Kolkata,78,58,6,148,6.774193548,8.068965517,1
8172,Rajasthan Royals,Kolkata Knight Riders,Kolkata,74,57,6,148,7.047619048,7.789473684,1
8173,Rajasthan Royals,Kolkata Knight Riders,Kolkata,70,56,6,148,7.3125,7.5,1
8174,Rajasthan Royals,Kolkata Knight Riders,Kolkata,69,55,6,148,7.292307692,7.527272727,1
8175,Rajasthan Royals,Kolkata Knight Riders,Kolkata,68,54,6,148,7.272727273,7.555555556,1
8176,Rajasthan Royals,Kolkata Knight Riders,Kolkata,68,53,6,148,7.164179104,7.698113208,1
8177,Rajasthan Royals,Kolkata Knight Riders,Kolkata,64,52,6,148,7.411764706,7.384615385,1
8178,Rajasthan Royals,Kolkata Knight Riders,Kolkata,63,51,6,148,7.391304348,7.411764706,1
8179,Rajasthan Royals,Kolkata Knight Riders,Kolkata,63,50,6,148,7.285714286,7.56,1
8180,Rajasthan Royals,Kolkata Knight Riders,Kolkata,57,49,6,148,7.690140845,6.979591837,1
8181,Rajasthan Royals,Kolkata Knight Riders,Kolkata,51,48,6,148,8.083333333,6.375,1
8182,Rajasthan Royals,Kolkata Knight Riders,Kolkata,51,47,6,148,7.97260274,6.510638298,1
8183,Rajasthan Royals,Kolkata Knight Riders,Kolkata,50,46,6,148,7.945945946,6.52173913,1
8184,Rajasthan Royals,Kolkata Knight Riders,Kolkata,46,45,6,148,8.16,6.133333333,1
8185,Rajasthan Royals,Kolkata Knight Riders,Kolkata,45,44,6,148,8.131578947,6.136363636,1
8186,Rajasthan Royals,Kolkata Knight Riders,Kolkata,44,43,6,148,8.103896104,6.139534884,1
8187,Rajasthan Royals,Kolkata Knight Riders,Kolkata,43,42,6,148,8.076923077,6.142857143,1
8188,Rajasthan Royals,Kolkata Knight Riders,Kolkata,41,41,6,148,8.126582278,6,1
8189,Rajasthan Royals,Kolkata Knight Riders,Kolkata,39,40,6,148,8.175,5.85,1
8190,Rajasthan Royals,Kolkata Knight Riders,Kolkata,37,39,6,148,8.222222222,5.692307692,1
8191,Rajasthan Royals,Kolkata Knight Riders,Kolkata,36,38,6,148,8.195121951,5.684210526,1
8192,Rajasthan Royals,Kolkata Knight Riders,Kolkata,36,37,6,148,8.096385542,5.837837838,1
8193,Rajasthan Royals,Kolkata Knight Riders,Kolkata,35,36,6,148,8.071428571,5.833333333,1
8194,Rajasthan Royals,Kolkata Knight Riders,Kolkata,31,35,6,148,8.258823529,5.314285714,1
8195,Rajasthan Royals,Kolkata Knight Riders,Kolkata,27,34,6,148,8.441860465,4.764705882,1
8196,Rajasthan Royals,Kolkata Knight Riders,Kolkata,23,33,6,148,8.620689655,4.181818182,1
8197,Rajasthan Royals,Kolkata Knight Riders,Kolkata,23,32,6,148,8.522727273,4.3125,1
8198,Rajasthan Royals,Kolkata Knight Riders,Kolkata,21,31,6,148,8.561797753,4.064516129,1
8199,Rajasthan Royals,Kolkata Knight Riders,Kolkata,20,30,6,148,8.533333333,4,1
8200,Rajasthan Royals,Kolkata Knight Riders,Kolkata,20,29,6,148,8.43956044,4.137931034,1
8201,Rajasthan Royals,Kolkata Knight Riders,Kolkata,18,28,6,148,8.47826087,3.857142857,1
8202,Rajasthan Royals,Kolkata Knight Riders,Kolkata,17,27,6,148,8.451612903,3.777777778,1
8203,Rajasthan Royals,Kolkata Knight Riders,Kolkata,16,26,6,148,8.425531915,3.692307692,1
8204,Rajasthan Royals,Kolkata Knight Riders,Kolkata,16,25,6,148,8.336842105,3.84,1
8205,Rajasthan Royals,Kolkata Knight Riders,Kolkata,14,24,6,148,8.375,3.5,1
8206,Rajasthan Royals,Kolkata Knight Riders,Kolkata,10,23,6,148,8.536082474,2.608695652,1
8207,Rajasthan Royals,Kolkata Knight Riders,Kolkata,9,22,6,148,8.510204082,2.454545455,1
8208,Rajasthan Royals,Kolkata Knight Riders,Kolkata,8,21,6,148,8.484848485,2.285714286,1
8209,Rajasthan Royals,Kolkata Knight Riders,Kolkata,4,20,6,148,8.64,1.2,1
8210,Rajasthan Royals,Kolkata Knight Riders,Kolkata,-2,19,6,148,8.910891089,-0.631578947,1
8211,Mumbai Indians,Kings XI Punjab,Mumbai,189,119,10,190,6,9.529411765,0
8212,Mumbai Indians,Kings XI Punjab,Mumbai,184,118,10,190,18,9.355932203,0
8213,Mumbai Indians,Kings XI Punjab,Mumbai,183,117,10,190,14,9.384615385,0
8214,Mumbai Indians,Kings XI Punjab,Mumbai,183,116,10,190,10.5,9.465517241,0
8215,Mumbai Indians,Kings XI Punjab,Mumbai,181,115,10,190,10.8,9.443478261,0
8216,Mumbai Indians,Kings XI Punjab,Mumbai,181,114,10,190,9,9.526315789,0
8217,Mumbai Indians,Kings XI Punjab,Mumbai,180,113,10,190,8.571428571,9.557522124,0
8218,Mumbai Indians,Kings XI Punjab,Mumbai,180,112,10,190,7.5,9.642857143,0
8219,Mumbai Indians,Kings XI Punjab,Mumbai,180,111,10,190,6.666666667,9.72972973,0
8220,Mumbai Indians,Kings XI Punjab,Mumbai,174,113,10,190,13.71428571,9.238938053,0
8221,Mumbai Indians,Kings XI Punjab,Mumbai,173,112,10,190,12.75,9.267857143,0
8222,Mumbai Indians,Kings XI Punjab,Mumbai,171,111,10,190,12.66666667,9.243243243,0
8223,Mumbai Indians,Kings XI Punjab,Mumbai,167,110,10,190,13.8,9.109090909,0
8224,Mumbai Indians,Kings XI Punjab,Mumbai,161,109,10,190,15.81818182,8.862385321,0
8225,Mumbai Indians,Kings XI Punjab,Mumbai,160,108,10,190,15,8.888888889,0
8226,Mumbai Indians,Kings XI Punjab,Mumbai,156,107,10,190,15.69230769,8.747663551,0
8227,Mumbai Indians,Kings XI Punjab,Mumbai,155,107,10,190,16.15384615,8.691588785,0
8228,Mumbai Indians,Kings XI Punjab,Mumbai,154,106,10,190,15.42857143,8.716981132,0
8229,Mumbai Indians,Kings XI Punjab,Mumbai,154,105,10,190,14.4,8.8,0
8230,Mumbai Indians,Kings XI Punjab,Mumbai,154,104,9,190,13.5,8.884615385,0
8231,Mumbai Indians,Kings XI Punjab,Mumbai,154,103,9,190,12.70588235,8.970873786,0
8232,Mumbai Indians,Kings XI Punjab,Mumbai,154,102,9,190,12,9.058823529,0
8233,Mumbai Indians,Kings XI Punjab,Mumbai,153,101,9,190,11.68421053,9.089108911,0
8234,Mumbai Indians,Kings XI Punjab,Mumbai,151,100,9,190,11.7,9.06,0
8235,Mumbai Indians,Kings XI Punjab,Mumbai,151,99,9,190,11.14285714,9.151515152,0
8236,Mumbai Indians,Kings XI Punjab,Mumbai,151,98,9,190,10.63636364,9.244897959,0
8237,Mumbai Indians,Kings XI Punjab,Mumbai,150,97,9,190,10.43478261,9.278350515,0
8238,Mumbai Indians,Kings XI Punjab,Mumbai,150,96,9,190,10,9.375,0
8239,Mumbai Indians,Kings XI Punjab,Mumbai,150,95,9,190,9.6,9.473684211,0
8240,Mumbai Indians,Kings XI Punjab,Mumbai,146,94,9,190,10.15384615,9.319148936,0
8241,Mumbai Indians,Kings XI Punjab,Mumbai,140,93,9,190,11.11111111,9.032258065,0
8242,Mumbai Indians,Kings XI Punjab,Mumbai,136,92,9,190,11.57142857,8.869565217,0
8243,Mumbai Indians,Kings XI Punjab,Mumbai,134,91,9,190,11.5862069,8.835164835,0
8244,Mumbai Indians,Kings XI Punjab,Mumbai,134,90,9,190,11.2,8.933333333,0
8245,Mumbai Indians,Kings XI Punjab,Mumbai,130,89,9,190,11.61290323,8.764044944,0
8246,Mumbai Indians,Kings XI Punjab,Mumbai,130,88,9,190,11.25,8.863636364,0
8247,Mumbai Indians,Kings XI Punjab,Mumbai,130,87,9,190,10.90909091,8.965517241,0
8248,Mumbai Indians,Kings XI Punjab,Mumbai,126,86,9,190,11.29411765,8.790697674,0
8249,Mumbai Indians,Kings XI Punjab,Mumbai,126,85,9,190,10.97142857,8.894117647,0
8250,Mumbai Indians,Kings XI Punjab,Mumbai,122,84,9,190,11.33333333,8.714285714,0
8251,Mumbai Indians,Kings XI Punjab,Mumbai,121,83,9,190,11.18918919,8.746987952,0
8252,Mumbai Indians,Kings XI Punjab,Mumbai,121,82,9,190,10.89473684,8.853658537,0
8253,Mumbai Indians,Kings XI Punjab,Mumbai,117,81,9,190,11.23076923,8.666666667,0
8254,Mumbai Indians,Kings XI Punjab,Mumbai,117,80,9,190,10.95,8.775,0
8255,Mumbai Indians,Kings XI Punjab,Mumbai,116,79,9,190,10.82926829,8.810126582,0
8256,Mumbai Indians,Kings XI Punjab,Mumbai,116,78,9,190,10.57142857,8.923076923,0
8257,Mumbai Indians,Kings XI Punjab,Mumbai,112,77,9,190,10.88372093,8.727272727,0
8258,Mumbai Indians,Kings XI Punjab,Mumbai,112,76,9,190,10.63636364,8.842105263,0
8259,Mumbai Indians,Kings XI Punjab,Mumbai,111,75,9,190,10.53333333,8.88,0
8260,Mumbai Indians,Kings XI Punjab,Mumbai,110,74,9,190,10.43478261,8.918918919,0
8261,Mumbai Indians,Kings XI Punjab,Mumbai,109,73,9,190,10.34042553,8.95890411,0
8262,Mumbai Indians,Kings XI Punjab,Mumbai,109,72,9,190,10.125,9.083333333,0
8263,Mumbai Indians,Kings XI Punjab,Mumbai,109,71,9,190,9.918367347,9.211267606,0
8264,Mumbai Indians,Kings XI Punjab,Mumbai,109,70,9,190,9.72,9.342857143,0
8265,Mumbai Indians,Kings XI Punjab,Mumbai,109,69,8,190,9.529411765,9.47826087,0
8266,Mumbai Indians,Kings XI Punjab,Mumbai,108,68,8,190,9.461538462,9.529411765,0
8267,Mumbai Indians,Kings XI Punjab,Mumbai,108,67,8,190,9.283018868,9.671641791,0
8268,Mumbai Indians,Kings XI Punjab,Mumbai,107,66,8,190,9.222222222,9.727272727,0
8269,Mumbai Indians,Kings XI Punjab,Mumbai,107,65,8,190,9.054545455,9.876923077,0
8270,Mumbai Indians,Kings XI Punjab,Mumbai,107,64,8,190,8.892857143,10.03125,0
8271,Mumbai Indians,Kings XI Punjab,Mumbai,106,63,8,190,8.842105263,10.0952381,0
8272,Mumbai Indians,Kings XI Punjab,Mumbai,105,62,8,190,8.793103448,10.16129032,0
8273,Mumbai Indians,Kings XI Punjab,Mumbai,101,61,8,190,9.050847458,9.93442623,0
8274,Mumbai Indians,Kings XI Punjab,Mumbai,100,60,8,190,9,10,0
8275,Mumbai Indians,Kings XI Punjab,Mumbai,99,59,8,190,8.950819672,10.06779661,0
8276,Mumbai Indians,Kings XI Punjab,Mumbai,98,58,8,190,8.903225806,10.13793103,0
8277,Mumbai Indians,Kings XI Punjab,Mumbai,97,57,8,190,8.857142857,10.21052632,0
8278,Mumbai Indians,Kings XI Punjab,Mumbai,93,56,8,190,9.09375,9.964285714,0
8279,Mumbai Indians,Kings XI Punjab,Mumbai,92,55,8,190,9.046153846,10.03636364,0
8280,Mumbai Indians,Kings XI Punjab,Mumbai,91,54,8,190,9,10.11111111,0
8281,Mumbai Indians,Kings XI Punjab,Mumbai,89,53,8,190,9.044776119,10.0754717,0
8282,Mumbai Indians,Kings XI Punjab,Mumbai,88,52,8,190,9,10.15384615,0
8283,Mumbai Indians,Kings XI Punjab,Mumbai,88,51,8,190,8.869565217,10.35294118,0
8284,Mumbai Indians,Kings XI Punjab,Mumbai,87,50,8,190,8.828571429,10.44,0
8285,Mumbai Indians,Kings XI Punjab,Mumbai,86,49,8,190,8.788732394,10.53061224,0
8286,Mumbai Indians,Kings XI Punjab,Mumbai,82,48,8,190,9,10.25,0
8287,Mumbai Indians,Kings XI Punjab,Mumbai,81,47,8,190,8.95890411,10.34042553,0
8288,Mumbai Indians,Kings XI Punjab,Mumbai,80,46,8,190,8.918918919,10.43478261,0
8289,Mumbai Indians,Kings XI Punjab,Mumbai,74,45,8,190,9.28,9.866666667,0
8290,Mumbai Indians,Kings XI Punjab,Mumbai,68,44,8,190,9.631578947,9.272727273,0
8291,Mumbai Indians,Kings XI Punjab,Mumbai,67,43,8,190,9.584415584,9.348837209,0
8292,Mumbai Indians,Kings XI Punjab,Mumbai,63,42,8,190,9.769230769,9,0
8293,Mumbai Indians,Kings XI Punjab,Mumbai,63,41,7,190,9.64556962,9.219512195,0
8294,Mumbai Indians,Kings XI Punjab,Mumbai,63,40,7,190,9.525,9.45,0
8295,Mumbai Indians,Kings XI Punjab,Mumbai,62,39,7,190,9.481481481,9.538461538,0
